aardvark	oryctérope
rock	rocher
rock	rocher
rock	roc
rock	rock
rock	secousse
rodent	rongeur
rodeo	rodéo
rodomontade	rodomontade
roebuck	cerf
roll	roue
roll	roulement
Romanian	roumain
Romanian	roumain
Romanian	roumaine
Romanian	Roumain
Romanian	Roumaine
Romania	Roumanie
Roman	romain
Roman	romaine
Romansh	romanche
Rome	Rome
ronin	ronin
roof	toit
rook	tour
room	espace
room	pièce
room	salle
room	chambre
rooster	coq
root	baise
root	racine
root	racine
root	origine
rope	corde
rope	corde
rope	cordage
rose	rose
roster	liste
roué	roué
roulette	roulette
round	rond
round	ronde
route	chemin
route	route
rowing	aviron
row	ligne
row	rang
row	rang
rozzer	flic
RPG	JdR
rubber	caoutchouc
rubber	gomme
rubber	capote
ruble	rouble
ruby	rubis
rudder	gouvernail
rugby	rugby
ruin	ruine
rule	règle
ruler	règle
rumba	rumba
rumble	grondement
ruminant	ruminant
ruminant	ruminante
rummy	rami
rumour	[rumeur
Rumpelstiltskin	Grigrigredinmenufretin
rum	rhum
rune	rune
runway	piste
rupee	roupie
rush	jonc
Russian	russe
Russia	Russie
rust	rouille
rusty	rouillé
rusty	rouillée
rutabaga	rutabaga
Rwanda	Ruanda
Rwanda	Rwanda
rye	seigle
Sabbath	dimanche
Sabbath	sabbat
Sabbath	sabbat
Sabbath	shabbat
Sabbath	vendredi
sabella	sabelle
sabotage	sabotage
saboteur	saboteur
sackbut	sacqueboute
sacrifice	sacrifice
saddle	selle
sadness	tristesse
safari	safari
safe	coffre-fort
safety	sûreté
sage	sage
sage	sauge
Sagitta	Flèche
Sagittarius	Sagittaire
sailing	navigation
sailor	matelot
sailor	marin
saint	saint
saint	sainte
sake	saké
salad	salade
Salamanca	Salamanque
salami	salami
salary	salaire
sale	affaire
salesman	vendeur
salesperson	vendeur
sale	vente
salmon	saumon
salt	salé
salt	salée
salty	salé
salty	salée
salve	onguent
salve	pommade
samba	samba
Samothracian	Samothracien
Samothracian	Samothracienne
sample	échantillon
samurai	samouraï
samurai	samourai
sand	cran
sand	plage
sand	sable
sandwich	sandwich
sanguine	sanguine
Sanskrit	sanskrit
sapphire	saphir
sap	sève
Sardinia	Sardaigne
satellite	satellite
satisfaction	satisfaction
satisfied	satisfait
satisfied	satisfaite
Saturday	samedi
Saturn	saturne
sauce	sauce
sauerkraut	choucroute
sauna	sauna
sausage	saucisse
sausage	saucisson
savanna	savane
Savoy	Savoie
saw	proverbe
saw	scie
Saxony	Saxe
saxophone	saxophone
saying	[proverbe
scabbard	fourreau
scaffolding	échafaudage
scalar	scalaire
scale	balance
scale	barbure
scale	écaille
scale	échelle
scale	plateau
scales	balance
scale	squame
Scandinavia	Scandinavie
scanlation	scanlation
scar	cicatrice
scarecrow	épouvantail
scarf	écharpe
scenario	scénario
scene	scène
scent	odeur
schedule	planning
schedule	horaire
scheme	système
schnozzle	blair
schnozzle	pif
school	banc
schoolboy	élève
school	collège
school	université
school	école
school	école
school	collège
schoolgirl	élève
science	science
Scientology	Scientologie
sci-fi	S-F
sci-fi	science-fiction
scintillant	scintillant
scintillant	scintillante
scissors	ciseaux
sclerosis	sclérose
score	partition
scorn	mépris
scorn	dédain
scorpion	scorpion
Scorpio	Scorpion
scorpius	scorpion
Scorpius	Scorpion
Scotch	scotch
Scots	écossais
Scottish	écossais
Scottish	écossaise
Scrabble	Scrabble
scratch	égratignure
scratch	pognon
scratch	flouze
scratch	blé
scratch	grisbi
scratch	thune
screen	écran
screwdriver	tournevis
screw	vis
script	écrit
script	écriture
script	script
script	scénario
scrotum	scrotum
scrum	mâlée
sculpture	sculpture
scum	écume
seagull	mouette
seal	phoque
seal	sceau
sealskin	phoque
seam	couture
seam	cicatrice
sea	mer
seas	mers
season	saison
seaweed	algues
second	deuxième
second	deuxième
second	second
second	seconde
second	seconde
second	seconde
second	instant
secrecy	secret
secretion	sécrétion
secret	secret
security	sécurité
sedge	laîche
seed	semence
seed	graine
seeker	attrapeur
seesaw	balançoire
seesaw	tapecul
see	Siège
seine	seine
selenium	sélénium
semantics	sémantique
semaphore	sémaphore
semelfactive	sémelfactif
semen	semence
semicolon	point-virgule
semiconductor	semiconducteur
semiology	sémiologie
Senegalese	sénégalais
Senegalese	sénégalaise
Senegalese	Sénégalais
Senegalese	Sénégalaise
sense	sens
sentence	jugement
sentence	peine
sentence	phrase
separate	séparé
separate	séparée
September	septembre
septicemia	septicémie
sequence	séquence
sequence	suite
sequence	ordre
seraph	séraphin
Serbian	serbe
Serbian	serbe
Serbian	Serbe
Serb	serbe
Serb	Serbe
serene	serein
serene	sereine
series	série
series	suite
series	série
serpent	serpent
serviceberry	amélanchier
service	entretien
service	service
sesquicentennial	sesquicentenaire
set	ensemble
set	poste
set	prât
set	prâte
set	set
seventeen	dix-sept
Severn	Severn
sewer	égout
Sexagesima	Sexagésime
sexism	sexisme
sex	sexe
Sextans	Sextant
shade	esprit
shade	ombre
shade	nuance
shade	nuance
shade	ton
shade	ombre
shade	store
shadow	ombre
shadows	ombres
shallot	échalote
shame	honte
shampoo	shampooing
shape	forme
share	part
share	soc
shark	requin
sharp	affilé
sharp	coupant
sharpener	affûteuse
shawl	châle
she-ass	ânesse
sheath	fourreau
sheath	gaine
sheath	étui
sheave	réa
she-bear	ourse
sheep	mouton
sheet	drap
sheet	feuille
shekel	shekel
shelf	étagère
shelf	rayonnage
shelf	rayon
shelf	étagère
shepherd	berger
shepherd	pasteur
sheqel	shekel
sherry	xérès
sherry	jerez
she-wolf	louve
shield	écu
shine	éclat
shin	tibia
shiny	brillant
ship	vaisseau
ship	bateau
ship	navire
shirt	chemise
shit	merde
shit	rien
shoal	banc
shock	choc
shoddy	effiloché
shoddy	effilochée
shoe	chaussure
shoe	soulier
shoehorn	chausse-pied
shooter	flingue
shooter	tireur
shopkeeper	détaillant
shore	bord
shore	rive
shovel	pelle
show	émission
shower	averse
shower	ondée
shower	douche
show	spectacle
shrink	psychiatre
shrink	psychanalyste
shrink	psy
shrub	maquis
shuttle	navette
Siberian	sibérien
Siberian	sibérienne
Siberia	Sibérie
sibyl	sibylle
Sicilian	sicilien
Sicilian	sicilien
Sicilian	sicilienne
Sicilian	Sicilien
Sicilian	Sicilienne
Sicily	Sicile
sickle	faucille
sickle	serpe
sickness	maladie
side	côté
side	équipe
side	face
side	page
sidewalk	trottoir
siemens	siemens
sievert	sievert
sieve	tamis
sieve	passoire
sigh	soupir
sight	mire
sight	vue
sight	vue
sight	vision
sigillography	sigillographie
signal	signal
sign	signe
Silesia	Silésie
silica	silice
silicone	silicone
silicon	silicium
silk	soie
silver	argenterie
silver	argent
silverware	argenterie
simian	simien
simian	simienne
similarity	similarité
simpleton	nigaud
simultaneity	simultanéité
Sindhi	sindhi
sine	sinus
sinew	tendon
Singapore	Singapour
singer	chanteur
singer	chanteuse
Singhalese	cingalais
singularity	singularité
singular	singulier
singular	singulier
singular	singulière
sink	évier
sin	péché
sister	infirmière
situation	situation
six	six
sixteen	seize
sixth	sixième
sixty	soixante
size	taille
size	grandeur
skate	patin
skater	patineur
skater	patineuse
skater	skateur
skater	skateuse
skeleton	skeleton
skeleton	squelette
skewer	brochette
skewer	broche
skier	skieur
skier	skieuse
skill	habileté
skill	don
skill	capacité
skin	peau
skirt	jupe
ski	ski
skull	crâne
skunk	moufette
skunk	putois
sky	ciel
skyscraper	gratte-ciel
slander	calomnie
slang	argot
slant	connotation
slant	pente
slap	gifle
slash	entaille
slavery	esclavage
sledge	traîneau
sleeping	dormant
sleeping	dormante
sleeping	endormi
sleeping	endormie
sleep	sommeil
sleet	grésil
sleigh	traîneau
slide	toboggan
slip	fiche
slip	glissade
slipper	chausson
slippery	glissant
slippery	glissante
sloe	prunelle
slope	pente
slot	barre
slot	emplacement
sloth	paresse
sloth	paresseux
sloth	aï
Slovakia	Slovaquie
Slovak	slovaque
Slovak	slovaque
Slovak	Slovaque
Slovene	slovène
slow	lent
slow	lente
slug	limace
smash	smash
smell	odorat
smile	sourire
smoke	clope
smoke	fumée
smoker	fumeur
smoker	fumeuse
smokestack	cheminée
snack	casse-croûte
snail	escargot
snake	serpent
snitch	indic.
Snitch	Vif
snot	morve
snowdrift	congère
snowdrop	perce-neige
snow	neige
soap	savon
sob	sanglot
society	société
sociology	sociologie
sock	chaussette
sock	socque
sofa	canapé
soft	doux
soft	douce
soft	mou
soft	molle
soft	mou
soft	molle
soft	doux
software	logiciel
soil	sol
sojourn	séjour
soldier	soldat
solenoid	solénoïde
sole	semelle
sole	sole
solicitation	sollicitation
solid	massif
solid	massive
solid	plein
solid	pleine
solid	solide
solitude	solitude
solution	solution
Somalia	Somalie
Somali	Somalien
Somali	somali
somersault	galipette
son	fils
song	chanson
son-in-law	beau-fils
son-in-law	gendre
sorbet	sorbet
sorghum	sorgho
sorrow	peine
sort	triage
sort	tri
sort	tri
sort	type
sort	type
soul	âme
soul	soul
sound	son
soup	potage
soup	soupe
soup	velouté
soursop	corossol
southeast	sud-est
south	sud
south	midi
southwest	sud-ouest
souvenir	souvenir
sovereign	souverain
sovereignty	souveraineté
soy	soja
space	espace
space	espace
spade	bâche
spade	pelle
spade	pique
spaghetti	gaine
spaghetti	spaghetti
Spain	Espagne
spamdexing	spamdexing
spam	spam
spam	pourriel
Spaniard	espagnol
Spaniard	espagnole
spaniel	épagneul
Spanish	espagnol
Spanish	espagnol
Spanish	espagnole
spark	étincelle
sparrow	moineau
spatula	spatule
spear	lance
speciality	spécialité
specialty	spécialité
species	espèce
specificity	spécificité
speck	point
speech	discours
speed	vitesse
spelling	orthographe
spelunking	spéléologie
sperm	sperme
sphere	sphère
sphere	sphère
sphere	boule
Sphinx	Sphinx
spider	araignée
spinach	épinards
spirit	élan
spirit	esprit
spiritual	spirituel
spiritual	spirituelle
Spirograph	Spirographe
spleen	rate
sponge	éponge
spoon	cuiller
spoon	cuillère
spoonerism	contrepèterie
spore	spore
sport	sport
spot	bouton
spot	peu
spot	tache
spouse	époux
spouse	épouse
sprain	entorse
sprat	sprat
spring	printemps
spring	ressort
spring	source
spud	patate
spurge	euphorbe
spy	espion
spy	espionne
squab	pigeonneau
square	carré
square	carré
square	carrée
square	équerre
square	place
square	marché
squid	seiche
squid	encornet
squid	calmar
squirrel	écureuil
stadium	stade
staff	canne
staff	personnel
staff	staff
staff	portée
stag-beetle	cerf-volant
stage	calèche
stage	étape
stage	scène
stagflation	stagflation
staircase	escalier
stake	pieu
stalactite	stalactite
stalagmite	stalagmite
stalemate	impasse
stalemate	pat
stalk	tige
stallion	étalon
stanza	strophe
stapler	agrafeuse
starboard	tribord
starch	amidon
star	étoile
star	astre
star	vedette
star	étoile
star	vedette
star	étoile
star	vedette
star	star
starling	étourneau
start	début
start	départ
starvation	inanition
state	état
statement	déclaration
station	chaîne
station	gare
station	station
statistics	statistiques
stave	portée
stay	séjour
steak	bifteck
steak	steak
steam	vapeur
steel	acier
steer	boeuf
steganography	stéganographie
stem	tige
stem	radical
stench	puanteur
stepchild	bel-enfant)
stepdad	beau-papa
stepdaughter	belle-fille
stepfather	beau-père
stepmother	belle-mère
step	pas
stepson	beau-fils
steradian	stéradian
stereolithography	stéréolithographie
stern	poupe
stick	bâton
stick	canne
stick	crosse
stiff	macchabée
stillborn	mort-né
stillborn	morte-née
stimulation	stimulation
stirrup	étrier
stitch	point
stitch	point
stitch	maille
stock	action
stockholder	actionnaire
stocking	bas
stock	réserve
stock	stock
stoichiometry	stoechiométrie
stolen	volé
stolen	volée
stomach	estomac
stone	calcul
stonefish	poisson-pierre
stone	noyau
stone	pierre
stool	[repose-pied
stool	[selle
stool	[tabouret
stop	ammorti
stop	arrât
stop	occlusive
storage	stockage
store	magasin
store	boutique
stork	cigogne
storm	orage
storm	tempâte
story	étage
story	histoire
stove	fourneau
stove	poâle
stove	four
strabismus	strabisme
strait	détroit
stratagem	stratagème
strawberry	fraise
strawberry	fraisier
straw	paille
streak	raie
stream	courant
street	rue
strength	force
stress	stress
stress	tension
stretcher	civière
strike	grève
string	corde
string	suite
string	série
stripe	galon
stripe	rayure
stroke	brasse
stroke	caresse
stroke	coup
stroke	trait
stroll	flanerie
stronghold	bastion
strontium	strontium
struggle	lutte
stubborn	tâtu
stubborn	tâtue
stubborn	entâté
stubborn	entâtée
stubborn	borné
stubborn	bornée
stucco	stuc
student	étudiant
student	étudiante
study	étude
stuffed	bourré
stuffed	bourrée
stuffed	farci
stuffed	farcie
stuffed	gavé
stuffing	farce
stuff	substance
stuff	machin
stuff	truc
stump	souche
stunt	cascade
stupid	stupide
sturgeon	esturgeon
stutter	balbutier
stutter	bégaiement
style	modèle
subclass	sous-classe
subgroup	sous-groupe
subject	matière
subject	discipline
subject	sujet
subjunctive	subjonctif
submarine	sous-marin
subpoena	convocation
subset	partie
subset	sous-ensemble
substance	substance
substantive	substantif
substantive	substantif
substantive	substantive
substitute	remplaçant
subterfuge	subterfuge
subtitle	sous-titre
subtraction	soustraction
subway	métro
subway	métropolitain
success	succès
sucrose	saccharose
Sudan	Soudan
sudden	soudain
sudden	soudaine
sugar	sucre
suicide	suicide
suicide	suicidé
suicide	suicidée
suitcase	valise
suit	complet
suite	Suite
sulfide	sulfure
sulfur	soufre
sum	calcul
summer	été
sumo	sumo
sum	somme
Sunday	dimanche
sunny	ensoleillé
sunny	ensoleillé
sunset	crépuscule
sun	soleil
Sun	soleil
superfetation	superfétation
superfluity	superflu
superlative	superlatif
superman	surhomme
superorder	superordre
superpower	superpuissance
superstition	superstition
support	soutien
suppository	suppositoire
supremacy	suprématie
sure	sûr
sure	sûre
surface	surface
surfer	surfeur
surfer	surfeuse
surgery	chirurgie
Suriname	Surinam
Suriname	Suriname
surprised	surpris
surprised	surprise
surprise	inattendu
surprise	inattendue
surprise	surprise
surrogate	remplaçant
surrogate	succédané
Swahili	swahili
swallowtail	frac
swallowtail	queue-de-pie
swamp	marécage
swamp	marais
swan	cygne
swaption	swaption
swastika	svastika
Swaziland	Swaziland
sweatshirt	sweatshirt
sweat	sueur
sweat	transpiration
Sweden	Suède
swede	rutabaga
swede	chou-navet
Swede	Suédois
Swede	Suédoise
Swedish	suédois
Swedish	suédois
Swedish	suédoise
sweetbread	ris
sweet	doux
sweet	douce
sweet	frais
sweet	fraîche
sweet	friandise
sweet	bonbon
sweet	gentil
sweet	gentille
sweet	sympatique
sweet	doux
sweet	douce
swimming	natation
swing	balançoire
swing	swing
sword	épée
swordfish	espadon
syllable	syllabe
syllogism	syllogisme
symbol	symbole
symmetry	symétrie
sympathy	sympathie
symposium	symposium
symptom	symptôme
synonym	synonyme
synovia	synovie
synthesis	synthèse
Syria	Syrie
syrup	sirop
system	système
syzygy	conjonction
syzygy	rencontre
tabernacle	tabernacle
table	tableau
table	table
taboo	tabou
taboo	tabou
taboo	taboue
tachygraphy	tachygraphie
tachyon	tachyon
tackle	plaquage
tactic	tactique
tact	tact
tadpole	tâtard
tag	étiquette
tagger	tagueur
tailor	tailleur
tail	queue
Taiwanese	Taïwanais
Taiwanese	Taïwanaise
Taiwan	Taïwan
talapoin	talapoin
talent	talent
talk	conversation
talon	griffe
tamarind	tamarinier
Tamil	tamoul
Tamil	tamoul
Tamil	tamoule
Tamil	Tamoul
Tamil	Tamoule
tan	bronzage
tan	hâle
tangent	tangente
tango	tango
Tanzania	Tanzanie
tapir	tapir
tarantella	tarentelle
tar	goudron
tarpon	tarpon
tarsier	tarsier
task	tâche
Tasmania	Tasmanie
taste	goût
tasty	savoureux
tasty	savoureuse
Tatar	Tatar
tattoo	tatouage
taunt	sarcasme
tautology	tautologie
taxi	taxi
taxonomy	taxonomie
tea	goûter
teak	teck
team	équipe
tear	larme
tea	thé
tea	tisane
technician	technicien
technology	technologie
tedious	fastidieux
tedious	fastidieuse
telegram	télégramme
telegraphy	télégraphie
telematics	télématique
telephone	téléphone
telescope	télescope
Telescopium	Télescope
teletsunami	télétsunami
teletsunami	télétsunamis
televangelist	télévangéliste
television	téléviseur
television	télévision
television	télévision
tellurate	tellurate
tellurium	tellure
Telugu	télougou
Template:center-centre-noun	centre
Template:center-centre-noun	milieu
Template:color-colour	couleur
template	gabarit
template	calibre
template	patron
template	réglette
Template:program-programme-noun	programme
temple	tempe
temple	temple
temptation	tentation
tendency	tendance
tendentious	tendencieux
tendentious	tendencieuse
ten	dix
tenor	ténor
tense	temps
tentacle	tentacle
tent	tente
tenure	tenure
Teresa	Thérèse
term	limite
term	terme
term	terme
term	mot
term	expression
tern	sterne
Terran	terrien
Terran	terrienne
terrorist	terroriste
terror	terreur
tesla	tesla
test	épreuve
testicle	testicule
testimony	témoignage
test	test
test	test
test	examen
tetrahedron	tetraèdre
tetralogy	tétralogie
tetrarchy	tetrarchie?
texture	texture
Thailand	Thaïlande
Thai	thaïlandais
Thai	thaïlandaise
Thai	Thaïlandais
Thai	Thaïlandaise
Thai	thaï
Thames	Tamise
thanks	remerciement
thanks	remerciements
Thatcherism	thatchérisme
thaumaturge	thaumaturge
thaumaturgy	sorcellerie
thaumaturgy	thaumaturgie
theater/homonyms	théâtre
theft	vol
theism	théisme
the	le
the	la
the	les
theme	thème
theology	théologie
theorem	theorème
theory	théorie
thermistor	thermistance
thermologist	thermgiste
thermometer	thermomètre
thermoplastic	thermoplastique
thesis	thèse
they	ils
they	elles
thick	gros
thick	grosse
thick	épais
thick	épaisse
thickness	épaisseur
thief	voleur
thief	voleuse
thigh	cuisse
third	tiers
thirst	soif
thirteen	treize
thirties	trentaine
thirty	trente
this	ce
this	cet
this	cette
this	ce
this	cette
thistle	chardon
thorn	épine
thought	idée
thought	pensée
thousand	mille
thread	fil
threat	menace
three	trois
threshold	seuil
throat	gorge
throat	goulot
thrombosis	thrombose
thrombus	thrombus
throne	trône
throw	jet
throw	lancement
thrush	tourd
thumbnail	vignette
thumb	pouce
thunder	tonnerre
Thursday	jeudi
thwart	banc
Tibetan	tibétain
Tibetan	tibétain
Tibetan	tibétaine
Tibet	Tibet
ticket	billet
tick	tique
tide	marée
tie	cravate
tier	rang
tiger	tigre
tights	collant
tight	tendu
tight	tendue
tigress	tigresse
tilde	tilde
timber	bois
time	fois
time	heure
time	peine
timer	chronométreur
timer	commutateur
timer	minuterie
timer	compte-minutes
timetable	horaire
time	temps
tin	bidon
tin	boîte
tine	andouiller
tine	dent
tine	fourchon
tin	étain
tintinnabulation	tintement
tip	pourboire
tip	tuyau
tip	décharge
tipsy	émeché
tipsy	émechée
tipsy	gris
tipsy	grise
tired	fatigué
tired	fatiguée
tire	pneu
tire	pneumatique
tissue	tissu
titanium	titane
Titan	Titan
title	intitulé
title	titre
tit	nichon
tmesis	tmèse
toad	crapaud
toadstool	champignon
tobacco	tabac
toe	orteil
Togo	Togo
toilet	toilettes
toilet	wc
toll	péage
tomahawk	tomahawk
tomato	tomate
tom	mâle
tom	matou
tom	chat
tomorrow	demain
toneme	tonème
tongue	langue
tongue-twister	virelangue
tonne	tonne
tonsil	amygdale
ton	tas
ton	tonne
toolbox	toolbox
tool	mouton
tool	outil
tooth	dent
toothpaste	dentifrice
top	couvercle
top	dessus
topic	sujet
topsail	hunier
torch	torche
tornado	tornade
torpor	torpeur
torso	torse
tortoise	tortue
torturer	tortionnaire
torus	tore
total	somme
total	total
totem	totem
touched	ému
touched	émue
tour	excursion
tour	voyage
tourist	touriste
tournament	tournoi
tourniquet	garrot
tour	tournée
towel	serviette
tower	tour
town	commune
town	ville
toxin	toxine
toy	jouet
trachea	trachée
tractor	tracteur
trade	commerce
tradition	tradition
traffic	circulation
traffic	trafic
tragedy	tragédie
trainer	entraîneur
training	entraînement
train	traîne
train	train
transceiver	émetteur-récepteur
transference	transférence
transfer	transfert
transformation	transformation
transistor	transistor
transitive	transitif
transitive	transitive
translation	traduction
translation	translation
translation	transmission
translator	traducteur
translator	traductrice
translatress	traductrice
transliteration	transcription
transliteration	translittération
transparence	transparence
transponder	transpondeur
transportation	transport
transport	transport
Transylvania	Transylvanie
trapezium	trapèze
trapezium	trapézoïde
trapezoid	trapèze
trapezoid	trapézoïde
trap	piège
trap	traquenard
trauma	trauma
trawler	chalutier
tray	plateau
treacle	mélasse
treasurer	trésorier
treasure	trésor
treatment	traitement
tree	arbre
tremor	tremblement
trepang	bâche-de-mer
triangle	triangle
triceps	triceps
trichotillomania	trichotillomanie
trichotillomania	TTM
tricky	rusé
tricky	rusée
tricolour	tricolore
tricycle	tricycle
trigger	gâchette
trigonometry	trigonométrie
Trinidad	Trinité
trip	voyage
triumvirate	triumvirat
troika	troïka
trotskyism	trotskisme
trouble	peine
trousers	pantalon
trout	truite
truce	trâve
truck	camion
trumpet	trompette
trunk	coffre
trunk	trompe
trunk	tronc
trunk	torse
trunk	buste
truth	vérité
T-shirt	T-shirt
T-shirt	tee-shirt
T-shirt	t-shirt
tsunami	tsunami
tube	boîte
tuberculosis	tuberculose
tube	tuyeau
Tucana	Toucan
Tuesday	mardi
tulip	tulipe
tumor	tumeur
tune	tube
tungstate	tungstate
tungsten	tungstène
tungsten	wolfram
Tunisia	Tunisie
tunnel	tunnel
tuple	n-uplet
turbot	turbot
turd	étron
turkey-chick	dindonneau
turkey-cock	dindon
turkey	dinde
turkey	dindon
turkey-hen	dinde
turkey	navet
Turkey	Turquie
turkey	dinde
Turkish	turc
Turkish	turc
Turkish	turque
Turkmenistan	Turkménistan
Turk	Turc
Turk	Turque
turnip	navet
turquoise	turquoise
turtle	tortue
Tuscany	Toscane
tutelary	tuteur
TV	télé
twat	con
tweed	tweed
twenty-four	vingt-quatre
twenty-one	vingt-et-un
twenty-two	vingt-deux
twenty	vingt
twig	brindille
twilight	crépuscule
twin	jumeau
twink	minet
twink	tante
twink	tata
twink	pédé
twink	pédale
typhoon	typhon
typhoon	ouragan
typo	coquille
tyrannosaur	tyrannosaure
tyre	pneu
tyre	pneumatique
biquitous	ubiquiste
biquitous	ubiquitaire
ubiquitous	ubiquiste
ubiquitous	ubiquitaire
ubiquitous	omniprésent
ubiquitous	omniprésente
udder	pis
udder	tâtine
UFO	OVNI
ugly	laid
ugly	laide
Ukrainian	ukrainien
Ukrainian	ukrainien
Ukrainian	ukrainienne
UK	R.U.
ultramarine	outremer
ultramarine	outremer
umbrella	parapluie
Umbria	Ombrie
unbinilium	unbinilium
unbiunium	unbiunium
unbroken	continu
unbroken	continue
unbroken	entier
unbroken	entière
uncle	oncle
undecagon	undécagone
underground	sousterrain
underground	sousterraine
underground	sousterrain
underground	sousterraine
underground	clandestin
underground	clandestine
understanding	compréhension
underworld	pègre
unemployment	chômage
Unicode	Unicode
unicorn	licorne
unicycle	monocycle
union	réunion
union	union
unit	unité
universal	universel
universal	universelle
universe	univers
university	université
unsaturated	insaturé
unsaturated	insaturée
ununennium	ununennium
ununhexium	ununhexium
ununpentium	ununpentium
ununquadium	ununquadium
ununseptium	ununseptium
ununtrium	ununtrium
upgrowth	croissance
upgrowth	dévelopement
uraemia	urémie
Uranus	Uranus
urchin	garnement
Urdu	ourdou
Urdu	ourdou
Urdu	ourdoue
urea	urée
urge	pulsion
urine	urine
urology	urologie
Uruguayan	uruguayen
Uruguayan	uruguayenne
Uruguayan	Uruguayen
Uruguayan	Uruguayenne
Uruguay	Uruguay
user	utilisateur
user	utilisatrice
US	EU
use	usage
USSR	URSS
usufruct	usufruit
uterine	utérin
uterine	utérine
uterus	utérus
utterance	expression
uvula	luette
uvula	uvule
uvula	uvula
Uzbekistan	Ouzbékistan
Uzbek	ouzbek
Uzbek	ouzbeke
Uzbek	Ouzbek
Uzbek	Ouzbeke
vacation	vacances
vachery	vacherie
vacuum	aspirateur
vacuum	vide
vacuum	vacuum
vagina	vagin
valence	valence
valley	vallée
valve	clapet
valve	soupape
vampire	vampire
van	camionette
Vandalismus	vandalisme
vandalism	vandalisme
vandal	vandale
vandal	Vandale
vanity	vanité
vapor	vapeur
vaporware	fumiciel
vapour	vapeur
vapourware	fumiciel
variable	variable
variable	variable
variable	paramètre
variance	variance
variola	variole
varna	varna
vase	vase
vassal	vassal
vast	vaste
veal	veau
vector	vecteur
veganism	véganisme
vegan	végétalien
vegan	végétalienne
vegetable	légume
vegetarianism	végétarisme
vehicle	véhicule
veil	voile
vein	veine
vellum	vélin
velocity	vitesse
velvet	velours
Venetian	vénitien
Venetian	vénitienne
Veneto	Vénétie
Venezuela	Venezuela
venomous	vénéneux
venomous	vénéneuse
venom	venin
Venusian	vénusien
Venusian	vénusien
Venusian	vénusienne
Venusian	Vénusien
Venusian	Vénusienne
verb	verbe
verlan	verlan
vermilion	vermillon
vermin	vermine
vernacular	vernaculaire
vertebrate	vertébré
vessel	récipient
vessel	vaisseau
vest	gilet
vetch	vesce
veto	veto
vet	veto
vibrator	vibromasseur
vicissitude	vicissitude
victory	victoire
video	vidéo
Vietnamese	vietnamien
Vietnamese	vietnamien
Vietnamese	vietnamienne
Vietnamese	Vietnamien
Vietnamese	Vietnamienne
view	vue
vigilance	vigilance
vinegar	vinaigre
vine	vigne
vineyard	vigne
violation	infraction
violence	violence
violin	violon
viper	vipère
Virginia	Virginie
virginity	virginité
virgin	vierge
Virgo	Vierge
virtue	vertu
viscount	vicomte
vise	étau
visit	visite
vivacity	vivacité
vivisection	vivisection
vixen	renarde
vocabulary	vocabulaire
vocation	vocation
vocative	vocatif
vodka	vodka
voice	voix
volcanology	volcanologie
volcano	volcan
vole	campagnol
volt	volt
volume	volume
volunteering	volontariat
volunteer	volontaire
volunteer	bénévole
vote	voix
Votic	vote
vowel	voyelle
voyager	voyageur
voyager	voyageuse
voyage	voyage
voyeur	voyeur
vulcanology	volcanologie
wafer	gaufre
wafer	toile
wage	salaire
waggon	charrette
wagon	charrette
waistcoat	gilet
waist	taille
waist	taille
waiter	serveur
waiter	serveuse
wake	sillage
walkie-talkie	talkie-walkie
walk	promenade
wallet	portefeuille
Wallonia	Wallonie
Walloon	wallon
Walloon	Wallon
Walloon	Wallonne
walnut	noix
walnut	noyer
walrus	morse
wank	branlage
wanker	branleur
ward	quartier
ward	salle
warehouse	entrepôt
warfare	guerre
war	guerre
warm	chaleureux
warm	chaleureuse
warm	cordial
warm	cordiale
warm	chaud
warm	chaude
warm	enflammé
warm	enflammée
warning	avertissement
warrior	guerrier
warthog	phacochère
wart	verrue
washbasin	lavabo
waste	gaspillage
watch	montre
water	eau
waterfall	cascade
watt	watt
wave	vague
wax	cire
waxy	cireux
waxy	cireuse
way	manière
weakling	gringalet
weakness	faible
weakness	faiblesse
wealth	richesse
weapon	arme
wear	usure
weary	fatigué
weary	las
weasel	belette
weather	temps
weave	armure
weaver	tisserand
weber	weber
websurfer	internaute
web	toile
wedding	mariage
wedding	noces
Wednesday	mercredi
weed	herbe
weed	marie-jeanne
week	semaine
wee	pipi
wee-wee	pipi
Welsh	Gallois
Welsh	Galloise
Welsh	gallois
Welsh	gallois
Welsh	galloise
Welshman	Gallois
werewolf	loup-garou
west	ouest
west	occident
wet	mouillé
wet	mouillée
whale	baleine
wharf	quai
wharf	appontement
whatchamacallit	truc
whatchamacallit	machin
wheat	blé
wheat	froment
wheelbarrow	brouette
wheel	roue
when	quand
whereabouts	localité
whey	petit-lait
which	lequel
which	laquelle
which	lesquelles
which	quel
which	quelle
whirlybird	banane
whiskey	whiskey
whisky	whiskey
whisper	chuchotement
whistle	sifflet
white	blanc
white	blanche
whore	putain
wicked	méchant
wicked	méchante
widower	veuf
widow	veuve
width	largeur
wife	femme
wife	épouse
wig	perruque
Wikipedian	wikipédien
Wikipedian	wikipédienne
wiki	wiki
Wiktionary	Wiktionnaire
willow	saule
will	testament
will	volonté
willy	zizi
window	fenâtre
window	vitrine
wind	vent
wine	vin
wing	aile
win	gain
win	victoire
winkle	zizi
winter	hiver
wire	fil
wisdom	sagesse
wisp	brin
wisp	fétu
wisp	touffe
witch	sorcière
